column_name,distinct_count_title,column_name,distinct_count_channel_name,column_name,distinct_count_daily_rank,column_name,distinct_count_daily_movement,column_name,distinct_count_weekly_movement,column_name,distinct_count_snapshot_date,column_name,distinct_count_country,column_name,distinct_count_view_count,column_name,distinct_count_like_count,column_name,distinct_count_comment_count,column_name,distinct_count_thumbnail_url,column_name,distinct_count_video_id,column_name,distinct_count_channel_id,column_name,distinct_count_video_tags,column_name,distinct_count_kind,column_name,distinct_count_publish_date,column_name,distinct_count_language
title,18348,channel_name,9955,daily_rank,50,daily_movement,99,weekly_movement,99,snapshot_date,30,country,113,view_count,75535,like_count,79866,comment_count,13025,thumbnail_url,18124,video_id,17889,channel_id,9943,video_tags,11838,kind,1,publish_date,2329,language,117
